Nombre Asignatura;Nota 1er Corte;Nota 2do Corte;Nota 3er Corte;Nota 4to Corte;Nota 5to Corte
PENSAMIENTO MATEMÁTICO;2.4;4.6;3.1;4.4;3.1
PENSAMIENTO MATEMÁTICO;2.6;3.5;1.9;3.7;1.6
PENSAMIENTO MATEMÁTICO;4.7;4.8;3.8;4.4;3.3
PENSAMIENTO MATEMÁTICO;4.8;5;4.8;4.5;3.8
PENSAMIENTO MATEMÁTICO;2.8;5;3.8;4.9;2.6
PENSAMIENTO MATEMÁTICO;4.3;5;3.8;4.9;4.1
PENSAMIENTO MATEMÁTICO;3.7;4.4;4.1;4.6;3.9
PENSAMIENTO MATEMÁTICO;3.4;4.7;4.1;5;3.9
PENSAMIENTO MATEMÁTICO;3.5;4.7;3;4.9;4.8
PENSAMIENTO MATEMÁTICO;0;0;0;0;0
PENSAMIENTO MATEMÁTICO;3.8;3.8;3.9;4.2;1.7
PENSAMIENTO MATEMÁTICO;2.4;4.2;4.4;4.6;2.4
PENSAMIENTO MATEMÁTICO;3.9;4.5;4.8;4.5;3.1
PENSAMIENTO MATEMÁTICO;4;4.2;4.8;4.6;2.6
PENSAMIENTO MATEMÁTICO;3.4;3.3;3.6;4.4;3.2
PENSAMIENTO MATEMÁTICO;4.6;5;3.4;4.7;3.8
PENSAMIENTO MATEMÁTICO;3.5;4.9;3.6;3;2.8
PENSAMIENTO MATEMÁTICO;1.9;5;3.3;4.9;4
PENSAMIENTO MATEMÁTICO;2.8;4.3;3.5;5;4.4
PENSAMIENTO MATEMÁTICO;4.3;4.6;5;5;4.5
PENSAMIENTO MATEMÁTICO;2.8;4.9;2.2;5;3
PENSAMIENTO MATEMÁTICO;3.9;4.9;3.7;3;3.5
PENSAMIENTO MATEMÁTICO;0.3;3.5;2.5;2.8;1
PENSAMIENTO MATEMÁTICO;3;4.9;3.4;5;3.6
PENSAMIENTO MATEMÁTICO;4.1;4.9;4.4;4.9;5
PENSAMIENTO MATEMÁTICO;3.1;4.6;4.9;4.4;3.6
PENSAMIENTO MATEMÁTICO;4.9;5;4.4;5;4.5
PENSAMIENTO MATEMÁTICO;3.7;5;4.8;5;4
PENSAMIENTO MATEMÁTICO;4;4.9;2.7;5;2.3
PENSAMIENTO MATEMÁTICO;1;5;1.9;4.8;2.5
PENSAMIENTO MATEMÁTICO;4.9;5;4.6;5;3.9
PENSAMIENTO MATEMÁTICO;3;4.5;3.6;5;2.8
PENSAMIENTO MATEMÁTICO;4.7;5;4.5;5;4.3
PENSAMIENTO MATEMÁTICO;1.7;3.8;3.5;4.7;3.8
PENSAMIENTO MATEMÁTICO;4.9;5;5;4.8;4.5
PENSAMIENTO MATEMÁTICO;5;5;5;4.9;5
PENSAMIENTO MATEMÁTICO;3.7;4.7;4.5;5;3.5
PENSAMIENTO MATEMÁTICO;2.4;3.5;2.2;4.7;4
PENSAMIENTO MATEMÁTICO;3.4;4.6;4.6;5;4.3
PENSAMIENTO MATEMÁTICO;2.6;4.8;2.4;4.6;3
PENSAMIENTO MATEMÁTICO;4.2;5;4.9;5;4.5
PENSAMIENTO MATEMÁTICO;2.2;4.5;2.4;4.5;4
PENSAMIENTO MATEMÁTICO;1.9;5;1.6;4.9;3.5
PENSAMIENTO MATEMÁTICO;3.5;5;4;5;4.5
PENSAMIENTO MATEMÁTICO;1.2;5;2.9;4.3;1.8
PENSAMIENTO MATEMÁTICO;2.8;4.3;5;4.9;4.3
PENSAMIENTO MATEMÁTICO;1.2;4.3;2.4;5;2.5
PENSAMIENTO MATEMÁTICO;3;4.3;3.2;5;3.5
PENSAMIENTO MATEMÁTICO;2.4;5;3.9;4.4;5
PENSAMIENTO MATEMÁTICO;3.9;5;4.7;5;4
PENSAMIENTO MATEMÁTICO;3.5;4.9;4;5;4
PENSAMIENTO MATEMÁTICO;4.5;4.9;4.2;4.5;4.5
PENSAMIENTO MATEMÁTICO;1.5;4.4;3.7;4.8;3.8
PENSAMIENTO MATEMÁTICO;3.7;4.9;5;5;4.4
PENSAMIENTO MATEMÁTICO;1.5;4.4;3.1;4.6;2
PENSAMIENTO MATEMÁTICO;1.7;3.7;1.7;4.4;2.5
PENSAMIENTO MATEMÁTICO;3.5;5;5;4.6;3.9
PENSAMIENTO MATEMÁTICO;4.4;5;4.7;5;4
PENSAMIENTO MATEMÁTICO;3.3;4.5;2.9;5;3.5
PENSAMIENTO MATEMÁTICO;2.3;4.1;2;5;3.5
PENSAMIENTO MATEMÁTICO;3.9;4;3.8;5;3.1
PENSAMIENTO MATEMÁTICO;3.4;4.6;4.2;4.6;2.9
PENSAMIENTO MATEMÁTICO;2.8;5;3.1;4.9;3
PENSAMIENTO MATEMÁTICO;3.8;4.6;3;5;2.5
PENSAMIENTO MATEMÁTICO;3.7;5;4.2;5;4.2
PENSAMIENTO MATEMÁTICO;1.2;4.3;3.6;5;3.5
PENSAMIENTO MATEMÁTICO;3.5;5;4.2;5;4.5
PENSAMIENTO MATEMÁTICO;3.4;4.8;4;4.4;5
PORTUGUES NIVEL I;2.4;4.8;3.8;;
PORTUGUES NIVEL I;4.8;4.6;4.6;;
PRECÁLCULO;2.5;2.5;0.8;4.7;2
PRECÁLCULO;4.5;4.2;4.5;5;3.5
PRECÁLCULO;2.9;3.6;3.2;4.6;2
PRECÁLCULO;1.8;2.2;2.1;4.6;2
PRECÁLCULO;4.5;4.7;4.2;5;4.5
PRECÁLCULO;4.7;5;4.8;5;4.5
PRECÁLCULO;3.9;4.2;4.1;5;4
PRECÁLCULO;4.6;4;5;5;4.5
PRECÁLCULO;4;5;4.7;5;4
PRECÁLCULO;4.5;4.6;4.1;5;4
PRECÁLCULO;4.1;4.6;4.8;4.9;5
PRECÁLCULO;3.6;4.1;3.7;5;3
PRECÁLCULO;2.7;3.2;3.5;4.7;4.5
PRECÁLCULO;4.3;4.3;4.2;5;4.5
PRECÁLCULO;0;0;0;0;0
PRECÁLCULO;3.7;4.5;4.1;5;5
PRECÁLCULO;3.8;3.6;3.1;4.9;3.5
PRECÁLCULO;2.7;5;2.9;4.7;4.5
PRECÁLCULO;3.3;4.8;2.7;4.9;3
PRECÁLCULO;2.3;1.7;2.5;4.6;4
PRECÁLCULO;2.6;4.3;3.7;4.5;2
PRECÁLCULO;2.4;2;0.9;4.6;3
PRECÁLCULO;3.3;4.8;4.6;3.6;4.7
PRECÁLCULO;3.3;2.8;4.5;4.8;4.6
PRECÁLCULO;2.2;3.9;4.7;5;4.7
PRECÁLCULO;1.5;3.7;4.6;4.3;4.6
PRECÁLCULO;0.8;4.6;5;3.5;3.2
PRECÁLCULO;2.9;4.8;5;4.7;4.8
PRECÁLCULO;3.1;5;4.5;4;4.7
PRECÁLCULO;3.9;4.4;5;4.9;5
PRECÁLCULO;4.4;3.2;4.8;4.7;4.7
PRECÁLCULO;3.6;5;5;5;5
PRECÁLCULO;4.5;5;4.8;5;4.3
PRECÁLCULO;1.3;3.6;4.5;4.3;3.1
PRECÁLCULO;3.1;4.1;4.7;5;4.8
PRECÁLCULO;3.8;4.2;4.7;4.7;4.7
PRECÁLCULO;4.6;3.4;4.8;5;5
PRECÁLCULO;5;5;5;5;5
PRECÁLCULO;3.3;4;4.5;4.9;5
PRECÁLCULO;1.3;2.7;3.3;4.8;3.6
PRECÁLCULO;2.3;2.5;4.5;4.7;3.2
PRECÁLCULO;4.9;4.8;4.6;5;5
PRECÁLCULO;3.6;3.2;2.9;4;3.6
PRECÁLCULO;2.2;2.8;3.8;3.6;4.6
PRECÁLCULO;3;4.4;4.3;4.7;4.8
PRECÁLCULO;1.3;4.6;4.7;4.9;3.5
PRECÁLCULO;4.5;5;4.8;4.9;5
PRECÁLCULO;2.3;5;3.9;4.6;4.1
PRECÁLCULO;3.6;4.6;4.8;4.4;4.9
PRECÁLCULO;1.5;3.9;4;4;4.7
PRECÁLCULO;3.5;3.8;4.4;4.9;4.6
PRECÁLCULO;4.4;5;4.7;4.9;4.3
PRECÁLCULO;3.9;4.8;4.4;3.5;4.6
PRECÁLCULO;1.5;5;4.8;4.2;4.7
PRECÁLCULO;4.6;5;4.7;4.9;4.7
PRECÁLCULO;1.5;2.8;5;4;4.8
PRECÁLCULO;0.9;3;3.7;4.1;4.8
PRECÁLCULO;4.4;5;5;5;5
PRECÁLCULO;2;5;4.1;3.5;4.1
PRECÁLCULO;2.9;3.5;4.4;3.5;5
PRECÁLCULO;2.6;4;5;4.9;5
PRECÁLCULO;3;4.6;5;4.7;4.1
PRECÁLCULO;3.1;2.7;3.9;3.5;4.8
PRECÁLCULO;4.7;3.8;3.8;5;4.1
PRECÁLCULO;3.9;3.4;4.7;4.6;4.1
PROBABILIDAD;1.6;4.1;4;4.4;3.4
PROBABILIDAD;5;4.5;3.1;4;5
PROBABILIDAD;4.1;1.8;4.2;4;2.1
PROBABILIDAD;4.6;2.3;3;4.4;2.6
PROBABILIDAD;4.5;3.3;4;4.1;4.2
PROBABILIDAD;4.1;4.5;3.5;4.9;3.9
PROBABILIDAD;2.9;3.4;2.8;4.9;4.1
PROBABILIDAD;3.6;1.9;1.8;4.1;2.3
PROBABILIDAD;3.4;5;5;4.8;4.9
PROBABILIDAD;4.5;4.3;3.2;4.2;2.9
PROBABILIDAD;2.4;3.4;3.6;4.2;2.5
PROBABILIDAD;4.7;3.9;5;4.2;4.7
PROBABILIDAD;3.5;3.2;3.2;3.9;4.4
PROBABILIDAD;4.1;4.2;1.7;4.2;2.7
PROBABILIDAD;3.9;2.7;3;4.8;4
PROBABILIDAD;3.9;3.5;1.8;4.8;3.5
PROBABILIDAD;2;3.6;3;3.9;2.9
PROBABILIDAD;4.1;3;4.2;2.6;3.3
PROBABILIDAD;4.2;4.6;3.4;4.2;3.4
PROBABILIDAD;3.5;2.8;3.7;4.6;3.4
PROBABILIDAD;4.3;4;4.6;4.6;3.2
PROBABILIDAD;3.2;2.1;1.3;3.3;2
PROBABILIDAD;3.8;2.4;4.6;4.7;4.8
PROBABILIDAD;3.8;2;3;4.7;1.7
PROBABILIDAD;5;2.9;3.9;5;3.2
PROBABILIDAD;2.7;2.6;2.6;4.4;2.6
PROBABILIDAD;5;4.7;4.9;4.9;4.3
PROBABILIDAD;2.7;1.9;2.7;3.2;2
PROBABILIDAD;5;4.5;5;4.8;5
PROBABILIDAD;3.1;2.9;2.1;4.6;2.8
PROBABILIDAD;5;3.9;4;4.4;4.5
PROBABILIDAD;3.8;2.8;3.7;4.6;3.7
PROBABILIDAD;3.5;2.3;3.7;4.4;3
PROBABILIDAD;4.1;3.7;3.1;2.2;3.1
PROBABILIDAD;2.6;3.9;4.2;3.7;3.2
PROBABILIDAD;4.1;4.4;4.5;3;3.3
PROBABILIDAD;3.2;4.3;3.9;4.5;4.3
PROBABILIDAD;2.2;3;3.2;4.5;4
PROBABILIDAD;2.1;2.5;4.7;4.5;4.1
PROBABILIDAD;2.9;4.2;4.8;4.7;0
PROBABILIDAD;4.5;3;4.2;4.2;3.2
PROBABILIDAD;3.4;4.7;4.2;4.6;4.2
PROBABILIDAD;3.2;2.5;3.5;4.5;4.2
PROBABILIDAD;2.8;3.7;3.9;3;3
PROBABILIDAD;3.3;4.4;3.6;4.2;2.9
PROBABILIDAD;3.4;2.3;3.1;3.3;2.8
PROBABILIDAD;5;2.5;3.6;4.6;3.7
PROBABILIDAD;4.1;3.4;3.1;4.6;4.3
PROBABILIDAD;3.4;3.5;0;4.4;0
PROBABILIDAD;4.9;3.8;4.8;4.4;3.9
PROBABILIDAD;3.7;3.7;4.6;3;4
PROBABILIDAD;3;3.2;2.6;4.7;0
PROBABILIDAD;3.2;3.3;4.3;4.7;3.7
PROBABILIDAD;3.7;4.3;4.8;3.7;4
PROBABILIDAD;3;5;4.9;4.8;4.3
PROBABILIDAD;3.3;3;3.4;3.4;3.3
PROBABILIDAD;3.6;2.5;3.9;4.8;3.5
PROBABILIDAD;3.5;2.7;4;4.4;3
PROBABILIDAD;2.6;2.4;3.6;4.6;3.6
PROBABILIDAD;2;3.3;4.9;3.7;2.5
PROBABILIDAD;4.5;4.5;4.8;4.6;4.1
PROBABILIDAD;3;2.8;3.6;4.4;4.3
PROBABILIDAD;2.7;5;4.1;3.7;2.5
PROBABILIDAD;2.5;2.7;2.4;4.3;4.3
PROBABILIDAD;2.6;2.8;4.1;4;4
PROBABILIDAD;5;4.9;4.7;4.8;4.7
PROBABILIDAD;3.6;3.2;4;4.6;3.9
PROBABILIDAD;4.2;3.3;4;4.4;3.1
PROBABILIDAD;4.2;3.3;3;3.3;3.6
PROBABILIDAD;4.3;5;4;4.6;3.3
PROBABILIDAD;2.9;3.8;3.1;4.6;3.4
PROBABILIDAD;2.9;3.5;3.8;4.3;4.4
PROCESAMIENTO DE SEÑALES;4;3.8;4;4.3;3.5
PROCESAMIENTO DE SEÑALES;4;4.4;4.2;4.8;3.7
PROCESAMIENTO DE SEÑALES;4;4.5;4.2;5;4.2
PROGRAMACIÓN DE COMPUTADORES;3.8;3.5;3.6;4.9;4.3
PROGRAMACIÓN DE COMPUTADORES;1.8;2.3;2.4;2.8;3.8
PROGRAMACIÓN DE COMPUTADORES;0;0;0;0;0
PROGRAMACIÓN DE COMPUTADORES;2.9;3.8;2.8;4.6;3.8
PROGRAMACIÓN DE COMPUTADORES;5;5;5;3;4.5
PROGRAMACIÓN DE COMPUTADORES;1.9;2;1.2;3;3.8
PROGRAMACIÓN DE COMPUTADORES;4;3.9;2.7;3;4
PROGRAMACIÓN DE COMPUTADORES;4.9;4;4.5;4.3;4.9
PROGRAMACIÓN DE COMPUTADORES;5;4.3;4.7;4.9;5
PROGRAMACIÓN DE COMPUTADORES;2.7;2.4;2.1;2.8;2.1
PROGRAMACIÓN DE COMPUTADORES;5;4.4;3.9;4.6;4.9
PROGRAMACIÓN DE COMPUTADORES;4.3;4.2;4.1;4.3;4.8
PROGRAMACIÓN DE COMPUTADORES;2.6;3.6;2;2.8;3.6
PROGRAMACIÓN DE COMPUTADORES;4.1;3.8;3;4.3;3.6
PROGRAMACIÓN DE COMPUTADORES;4.6;4.8;4.7;4.1;4.4
PROGRAMACIÓN DE COMPUTADORES;4.2;1.6;3.7;4.5;4.4
PROGRAMACIÓN DE COMPUTADORES;1.9;1.2;2.9;3.9;3.2
PROGRAMACIÓN DE COMPUTADORES;2.1;1.8;2.9;4.6;4.4
PROGRAMACIÓN DE COMPUTADORES;2;2.2;0;0;3.1
PROGRAMACIÓN DE COMPUTADORES;2.2;1;2.1;3;4.3
PROGRAMACIÓN DE COMPUTADORES;2.3;1.1;2.2;3.4;2.9
PROGRAMACIÓN DE COMPUTADORES;4.2;5;4.5;4.1;4.6
PROGRAMACIÓN DE COMPUTADORES;1.8;0.7;0.2;4.1;3.7
PROGRAMACIÓN DE COMPUTADORES;3.4;1.3;0.8;3.5;4.4
PROGRAMACIÓN DE COMPUTADORES;1;2;3;2.9;4
PROGRAMACIÓN DE COMPUTADORES;4.4;2.1;3.2;2.6;4.5
PROGRAMACIÓN DE COMPUTADORES;2.8;0.8;1.9;4.1;4.5
PROGRAMACIÓN DE COMPUTADORES;2.1;2.2;1.7;3;4.2
PROGRAMACIÓN DE COMPUTADORES;2.7;1.7;2.8;3.5;4
PROGRAMACIÓN DE COMPUTADORES;3.4;1.7;4.4;4.5;4.5
PROGRAMACIÓN DE COMPUTADORES;3.7;4;2.7;3.8;3.8
PROGRAMACIÓN DE COMPUTADORES;1.8;3.9;4.5;5;4.3
PROGRAMACIÓN DE COMPUTADORES;3.4;4.9;4.9;3;4.4
PROGRAMACIÓN DE COMPUTADORES;2.3;1;0.3;4.1;3.8
PROGRAMACIÓN DE COMPUTADORES;2.5;2.5;4.9;4.6;4.3
PROGRAMACIÓN DE COMPUTADORES;1.7;2.1;1.9;0;3.7
PROGRAMACIÓN DE COMPUTADORES;0.5;3;2.4;4.6;4.4
PROGRAMACIÓN DE COMPUTADORES;0.5;0;1.2;2.6;0.9
PROGRAMACIÓN DE COMPUTADORES;1;3.3;2.7;2.9;3.1
PROGRAMACIÓN DE COMPUTADORES;2.7;0.7;1.8;3.9;2.8
PROGRAMACIÓN DE COMPUTADORES;2.8;1.4;1;2.6;2.4
PROGRAMACIÓN DE COMPUTADORES;2.8;0.3;1.3;3.9;2.7
PROGRAMACIÓN DE COMPUTADORES;3.8;4.1;3.2;4.1;4.3
PROGRAMACIÓN DE COMPUTADORES;3.7;3.7;2.7;3.8;4
PROGRAMACIÓN DE COMPUTADORES;2.5;2.4;3.1;4.1;3.2
PROGRAMACIÓN DE COMPUTADORES;3.1;0;0;0;1.4
PROGRAMACIÓN DE COMPUTADORES;3;3.9;4.6;4.1;4.3
PROGRAMACIÓN DE COMPUTADORES;0;0;0;0;0.6
PROGRAMACIÓN DE COMPUTADORES;3;3.5;4.7;5;4.4
PROGRAMACIÓN DE COMPUTADORES;3.5;1.2;2.3;3.4;3.9
PROGRAMACIÓN DE COMPUTADORES;3.4;1.5;3;3;3
PROGRAMACIÓN DE COMPUTADORES;4.3;1;4.3;4.7;4.7
PROGRAMACIÓN DE COMPUTADORES;4;1;1.5;3;3
PROGRAMACIÓN DE COMPUTADORES;2.4;2;2.4;2;2
PROGRAMACIÓN DE COMPUTADORES;4.3;3;3.3;4.4;4.9
PROGRAMACIÓN DE COMPUTADORES;4;1.7;2.2;4.3;3.4
PROGRAMACIÓN DE COMPUTADORES;4.8;2.7;3.8;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;3.8;1.8;2.7;3.9;3.9
PROGRAMACIÓN DE COMPUTADORES;2.6;1.8;1.8;3.3;3.3
PROGRAMACIÓN DE COMPUTADORES;2.5;1.3;2;4.3;3.3
PROGRAMACIÓN DE COMPUTADORES;3.8;5;5;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;4.2;5;5;5;5
PROGRAMACIÓN DE COMPUTADORES;4.9;4.5;5;4.7;4.7
PROGRAMACIÓN DE COMPUTADORES;4.5;4.4;4.8;4.4;4.9
PROGRAMACIÓN DE COMPUTADORES;4.9;2.3;1.8;4;4
PROGRAMACIÓN DE COMPUTADORES;4.2;2.7;3.6;4;4
PROGRAMACIÓN DE COMPUTADORES;3.4;1.5;5;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;4;4;2.5;3.1;3.1
PROGRAMACIÓN DE COMPUTADORES;3.6;2.2;2.3;4.3;3.9
PROGRAMACIÓN DE COMPUTADORES;4.2;1;4.9;4.1;4.1
PROGRAMACIÓN DE COMPUTADORES;3;1.6;1.9;4.3;3.4
PROGRAMACIÓN DE COMPUTADORES;2.5;4.2;2.1;4.5;3.8
PROGRAMACIÓN DE COMPUTADORES;4.2;2.7;0;1.4;1.4
PROGRAMACIÓN DE COMPUTADORES;4;1;0;3.5;3.5
PROGRAMACIÓN DE COMPUTADORES;2.5;4.4;0;3.4;3.4
PROGRAMACIÓN DE COMPUTADORES;2.5;3.6;3;3.9;3.8
PROGRAMACIÓN DE COMPUTADORES;2;2.5;1.9;4;3.9
PROGRAMACIÓN DE COMPUTADORES;2.5;3.2;2.4;3.2;2.7
PROGRAMACIÓN DE COMPUTADORES;2.5;2;2;1.9;1.9
PROGRAMACIÓN DE COMPUTADORES;2.6;3.4;3.9;3.5;3.4
PROGRAMACIÓN DE COMPUTADORES;4.8;3.7;3.6;3.7;4.2
PROGRAMACIÓN DE COMPUTADORES;2.5;4.5;3.5;3.2;3.2
PROGRAMACIÓN DE COMPUTADORES;2.8;2.3;0.8;2.5;2.5
PROGRAMACIÓN DE COMPUTADORES;4;4.8;3.2;4.5;4.4
PROGRAMACIÓN DE COMPUTADORES;4.8;4.8;5;2.9;2.9
PROGRAMACIÓN DE COMPUTADORES;3.5;3.6;1.4;3.2;3.2
PROGRAMACIÓN DE COMPUTADORES;2.2;1.9;2.1;4.3;3.1
PROGRAMACIÓN DE COMPUTADORES;3.6;3;2.5;3.1;3.1
PROGRAMACIÓN DE COMPUTADORES;4.3;4.7;3.8;4.3;3.6
PROGRAMACIÓN DE COMPUTADORES;4;2.5;2.7;3.6;3.6
PROGRAMACIÓN DE COMPUTADORES;4.8;5;4.9;4.7;4.7
PROGRAMACIÓN DE COMPUTADORES;3.8;4.9;4.7;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;2.7;2;2.9;3.4;3.4
PROGRAMACIÓN DE COMPUTADORES;2.4;2.2;3.2;3.5;3.5
PROGRAMACIÓN DE COMPUTADORES;4.8;4.4;4.5;3.6;3.5
PROGRAMACIÓN DE COMPUTADORES;2.6;2.5;3.4;3.2;3.2
PROGRAMACIÓN DE COMPUTADORES;2.6;4;3.4;4.6;4.2
PROGRAMACIÓN DE COMPUTADORES;4.6;4;3.7;4.3;4.3
PROGRAMACIÓN DE COMPUTADORES;3.2;1.5;2.2;3;3
PROGRAMACIÓN DE COMPUTADORES;4.4;4.9;3.6;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;2.4;0;0;0.8;0.7
PROGRAMACIÓN DE COMPUTADORES;2.7;4.4;2.8;4.3;4.3
PROGRAMACIÓN DE COMPUTADORES;2.9;4.9;4.9;3.9;3.9
PROGRAMACIÓN DE COMPUTADORES;2;0.6;0.7;1.9;1.9
PROGRAMACIÓN DE COMPUTADORES;4.4;4;4.1;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;3.4;3.9;4.1;4.1;3.5
PROGRAMACIÓN DE COMPUTADORES;4;2;2.7;4.1;4.1
PROGRAMACIÓN DE COMPUTADORES;2.4;2.2;1.7;2.9;2.9
PROGRAMACIÓN DE COMPUTADORES;3.4;4;3.2;4.3;4.2
PROGRAMACIÓN DE COMPUTADORES;3.5;3.4;3.1;4.3;4.2
PROGRAMACIÓN DE COMPUTADORES;3;4.9;3.7;4.3;4.3
PROGRAMACIÓN DE COMPUTADORES;2.6;4;2.6;3.6;3.6
PROGRAMACIÓN DE COMPUTADORES;3.1;2.1;4.2;4.5;4.4
PROGRAMACIÓN DE COMPUTADORES;3.5;4.9;4.8;4.2;4.2
PROGRAMACIÓN DE COMPUTADORES;3.4;3.9;4.5;4.3;4.3
PROGRAMACIÓN DE COMPUTADORES;3.2;3.4;3.7;4.5;4.3
PROGRAMACIÓN DE COMPUTADORES;4.6;4.8;4.9;5;5
PROGRAMACIÓN DE COMPUTADORES;3.4;3.4;1.9;4.1;3.2
PROGRAMACIÓN DE COMPUTADORES;1.5;1.7;1.7;3.2;2.6
PROGRAMACIÓN DE COMPUTADORES;1.8;2.2;0;0;2.5
PROGRAMACIÓN DE COMPUTADORES;3.6;4.8;2.7;4;4
PROGRAMACIÓN DE COMPUTADORES;3.4;0.5;2.3;2.7;2.7
PROGRAMACIÓN DE COMPUTADORES;3.4;3.5;2.1;3.5;3.5
PROGRAMACIÓN DE COMPUTADORES;2.8;3.5;3.1;3.8;3.8
PROGRAMACIÓN DE COMPUTADORES;2.7;4;3.2;3.7;3.7
PROGRAMACIÓN DE COMPUTADORES;3.5;3.2;4;4.6;3.9
PROGRAMACIÓN DE COMPUTADORES;3.7;4.1;2.7;4.4;4.4
PROGRAMACIÓN DE COMPUTADORES;1.9;2.5;2.7;4.1;4.1
PROGRAMACIÓN DE COMPUTADORES;2.5;4.2;4.4;4;4
PROGRAMACIÓN DE COMPUTADORES;3.5;4.9;4.4;4.8;4.8
PROGRAMACIÓN DE COMPUTADORES;3.1;4.9;2.9;3.6;3.6
PROGRAMACIÓN DE COMPUTADORES;5;5;5;4.9;4.9
PROGRAMACIÓN DE COMPUTADORES;3.3;4.8;3.6;4.4;4.4
PROGRAMACIÓN DE COMPUTADORES;4.4;5;4.4;4.5;4.5
PROGRAMACIÓN DE COMPUTADORES;4.9;4.9;5;4.9;4.9
PROGRAMACIÓN DE COMPUTADORES;4.5;4.2;5;5;5
PROGRAMACIÓN DE COMPUTADORES;4.9;4.8;5;5;5
PROGRAMACIÓN DE COMPUTADORES;4.3;4.9;1.7;4.4;4.4
PROGRAMACIÓN DE COMPUTADORES;3.7;4.9;4.7;4.9;4.9
PROGRAMACIÓN DE COMPUTADORES;4.4;5;4.6;4.8;4.8
PROGRAMACIÓN DE COMPUTADORES;3.1;4.9;4.6;4;4
PROGRAMACIÓN DE COMPUTADORES;3.6;4.8;4.7;4.5;4.5
PROGRAMACIÓN DE COMPUTADORES;3.8;4.8;4.7;5;5
PROGRAMACIÓN DE COMPUTADORES;3.8;4.8;5;4.8;4.8
PROGRAMACIÓN DE COMPUTADORES;0;0;0;0;0
PROGRAMACIÓN DE COMPUTADORES;1.5;3.1;4.7;4.2;4.2
PROGRAMACIÓN DE COMPUTADORES;2;3;3;3.9;3.9
PROGRAMACIÓN DE COMPUTADORES;3.2;4.3;4.3;3.6;3.6
PROGRAMACIÓN DE COMPUTADORES;4.6;4.9;4.3;5;5
PROGRAMACIÓN DE COMPUTADORES;4.1;4.8;4.3;4.7;4.7
PROGRAMACIÓN DE COMPUTADORES;4.7;5;5;4.9;4.9
PROGRAMACIÓN DE COMPUTADORES;3.2;4.8;4.3;3.9;3.9
PROGRAMACIÓN DE COMPUTADORES;1.9;4.6;3.7;3.9;3.9
PROGRAMACIÓN DE COMPUTADORES;3.5;3.6;3.6;2.4;2.4
PROGRAMACIÓN DE COMPUTADORES;2.6;4.9;3.5;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;4.5;5;5;4.9;4.9
PROGRAMACIÓN DE COMPUTADORES;3.9;5;5;4.9;4.9
PROGRAMACIÓN DE COMPUTADORES;2.3;1.3;3.4;4.2;4.2
PROGRAMACIÓN DE COMPUTADORES;4;1.9;5;3.9;3.9
PROGRAMACIÓN DE COMPUTADORES;3.7;3.7;3.7;3.7;3.7
PROGRAMACIÓN DE COMPUTADORES;3.9;3.6;3.9;3.5;4.7
PROGRAMACIÓN DE COMPUTADORES;4.9;5;5;4.8;4.8
PROGRAMACIÓN DE COMPUTADORES;4.6;2.5;4.6;4.5;4.5
PROGRAMACIÓN DE COMPUTADORES;3.4;3.1;4.9;2.3;2.3
PROGRAMACIÓN DE COMPUTADORES;4.4;4;4.4;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;3.5;2.2;1.7;2.6;4.6
PROGRAMACIÓN DE COMPUTADORES;4.3;4.8;4.2;4.7;4.7
PROGRAMACIÓN DE COMPUTADORES;4.1;0;3.9;4.8;4.8
PROGRAMACIÓN DE COMPUTADORES;3.9;1.8;2.7;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;4.4;2.2;4.9;4.2;4.6
PROGRAMACIÓN DE COMPUTADORES;3.8;3.4;4.2;4.4;4.5
PROGRAMACIÓN DE COMPUTADORES;3.8;3.5;4.6;4.7;4.9
PROGRAMACIÓN DE COMPUTADORES;4.6;4.6;4.6;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;2.7;2.7;2.7;2.7;2.7
PROGRAMACIÓN DE COMPUTADORES;3.5;3.5;3.5;3.5;3.5
PROGRAMACIÓN DE COMPUTADORES;4.8;5;5;4.7;4.7
PROGRAMACIÓN DE COMPUTADORES;5;3.1;2.5;3.8;3.8
PROGRAMACIÓN DE COMPUTADORES;4.9;4.9;4.9;4.9;4.9
PROGRAMACIÓN DE COMPUTADORES;3.7;3.7;3.7;3.7;3.7
PROGRAMACIÓN DE COMPUTADORES;4.4;4.3;5;4.2;4.9
PROGRAMACIÓN DE COMPUTADORES;4.8;5;5;4.1;4.9
PROGRAMACIÓN DE COMPUTADORES;4.7;3.7;4.5;3.8;4.7
PROGRAMACIÓN DE COMPUTADORES;3.2;2.4;3.1;3.7;3.7
PROGRAMACIÓN DE COMPUTADORES;2.7;2.7;2.7;2.7;2.7
PROGRAMACIÓN DE COMPUTADORES;4.6;4.6;4.6;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;2.9;2.2;2.5;2.7;3.4
